,Unnamed: 0,word,first_two_letters,last_two_letters,words_with_same_start,words_with_same_ending,can_connect_with,is_used
15812,15812,cergarsko,ce,ko,1235,2939,3554,False
15818,15818,cergnul,ce,ul,1235,109,285,False
15819,15819,cergol,ce,ol,1235,178,194,False
15823,15823,ceri,ce,ri,1235,360,505,False
15827,15827,cerici,ce,ci,1235,725,876,False
15829,15829,cerim,ce,im,1235,186,289,False
15830,15830,cerima,ce,ma,1235,336,3261,False
15832,15832,cerimi,ce,mi,1235,98,2154,False
15836,15836,cerina,ce,na,1235,2449,2404,False
15847,15847,cerkesko,ce,ko,1235,2939,3554,False
15855,15855,cerkuc,ce,uc,1235,75,119,False
15857,15857,cerle,ce,le,1235,246,862,False
15859,15859,cerlenco,ce,co,1235,128,385,False
15861,15861,cerljenko,ce,ko,1235,2939,3554,False
15864,15864,cermak,ce,ak,1235,2355,307,False
15868,15868,cernaus,ce,us,1235,440,596,False
15869,15869,cernava,ce,va,1235,486,951,False
15870,15870,cerne,ce,ne,1235,176,4240,False
15873,15873,cerneha,ce,ha,1235,133,1317,False
15877,15877,cerneli,ce,li,1235,480,893,False
15893,15893,cernjava,ce,va,1235,486,951,False
15897,15897,cernjul,ce,ul,1235,109,285,False
15899,15899,cernoga,ce,ga,1235,374,864,False
15902,15902,cernok,ce,ok,1235,202,371,False
15903,15903,cernos,ce,os,1235,354,754,False
15904,15904,cernosa,ce,sa,1235,590,2399,False
15906,15906,cernov,ce,ov,1235,9484,171,False
15926,15926,cerpinko,ce,ko,1235,2939,3554,False
15928,15928,cerri,ce,ri,1235,360,505,False
15938,15938,certificiranje,ce,je,1235,5612,886,False
15941,15941,certifikacija,ce,ja,1235,4389,1068,False
15950,15950,ceru,ce,ru,1235,8,629,False
15963,15963,cervenko,ce,ko,1235,2939,3554,False
15972,15972,ces,ce,es,1235,408,210,False
15973,15973,cesal,ce,al,1235,378,742,False
15974,15974,cesalj,ce,lj,1235,691,448,False
15991,15991,cesenov,ce,ov,1235,9484,171,False
15995,15995,cesi,ce,si,1235,205,1427,False
16009,16009,cesko,ce,ko,1235,2939,3554,False
16011,16011,cesko-moravsko,ce,ko,1235,2939,3554,False
16016,16016,cesljanje,ce,je,1235,5612,886,False
16020,16020,cesljasto,ce,to,1235,1289,875,False
16026,16026,cesljuga,ce,ga,1235,374,864,False
16045,16045,cessare,ce,re,1235,110,1863,False
16061,16061,cestislava,ce,va,1235,486,951,False
16079,16079,cestograditeljev,ce,ev,1235,3875,147,False
16097,16097,cetinarsko,ce,ko,1235,2939,3554,False
16101,16101,cetingrad,ce,ad,1235,243,279,False
16118,16118,cetiri,ce,ri,1235,360,505,False
16127,16127,cetkarsko,ce,ko,1235,2939,3554,False
16134,16134,cetko,ce,ko,1235,2939,3554,False
16136,16136,cetl,ce,tl,1235,39,22,False
16139,16139,cetnicko,ce,ko,1235,2939,3554,False
16144,16144,cetnjak,ce,ak,1235,2355,307,False
16152,16152,cetrdesetero,ce,ro,1235,270,898,False
16162,16162,cetrdesetina,ce,na,1235,2449,2404,False
16167,16167,cetrdesetogodisnjakinja,ce,ja,1235,4389,1068,False
16176,16176,cetrnaestero,ce,ro,1235,270,898,False
16178,16178,cetrnaesterostruko,ce,ko,1235,2939,3554,False
16199,16199,cetvero,ce,ro,1235,270,898,False
16205,16205,cetverocetvrtinsko,ce,ko,1235,2939,3554,False
16208,16208,cetverocilindarski,ce,ki,1235,9213,515,False
16224,16224,cetveroglasno,ce,no,1235,9119,674,False
16239,16239,cetverojezicno,ce,no,1235,9119,674,False
16244,16244,cetverokrako,ce,ko,1235,2939,3554,False
16263,16263,cetveronogo,ce,go,1235,138,809,False
16264,16264,cetveronoske,ce,ke,1235,72,555,False
16271,16271,cetveropreg,ce,eg,1235,78,188,False
16283,16283,cetverosatno,ce,no,1235,9119,674,False
16300,16300,cetverostruko,ce,ko,1235,2939,3554,False
16327,16327,cetvorke,ce,ke,1235,72,555,False
16329,16329,cetvorni,ce,ni,1235,2711,490,False
16352,16352,cetvrtfinale,ce,le,1235,246,862,False
16358,16358,cetvrtgodisnji,ce,ji,1235,387,42,False
16378,16378,cetvrttonsko,ce,ko,1235,2939,3554,False
16385,16385,cevap,ce,ap,1235,33,249,False
16395,16395,cevis,ce,is,1235,510,1046,False
16398,16398,cevra,ce,ra,1235,1040,2786,False
16405,16405,cezi,ce,zi,1235,162,476,False
16406,16406,cezira,ce,ra,1235,1040,2786,False
16407,16407,cezner,ce,er,1235,2795,336,False
16411,16411,ceznjivo,ce,vo,1235,2527,636,False
16412,16412,ceznuce,ce,ce,1235,619,1235,False
16417,16417,cezo,ce,zo,1235,83,227,False
16418,16418,cezura,ce,ra,1235,1040,2786,False
16427,16427,chamae,ch,ae,95,11,29,False
16460,16460,chersi,ch,si,95,205,1427,False
16484,16484,chloasma,ch,ma,95,336,3261,False
16505,16505,christine,ch,ne,95,176,4240,False
16516,16516,cianci,ci,ci,876,725,876,False
16530,16530,ciboci,ci,ci,876,725,876,False
16531,16531,cibok,ci,ok,876,202,371,False
16536,16536,cibos,ci,os,876,354,754,False
16539,16539,cibruh,ci,uh,876,78,56,False
16543,16543,cibura,ci,ra,876,1040,2786,False
16545,16545,cica,ci,ca,876,3560,759,False
16548,16548,cicanje,ci,je,876,5612,886,False
16549,16549,cicarelli,ci,li,876,480,893,False
16550,16550,cicarija,ci,ja,876,4389,1068,False
16554,16554,cicek,ci,ek,876,1872,537,False
16556,16556,ciceli,ci,li,876,480,893,False
16559,16559,cicero,ci,ro,876,270,898,False
16564,16564,cici,ci,ci,876,725,876,False
16567,16567,ciciccin,ci,in,876,11079,1119,False
16570,16570,cicilja,ci,ja,876,4389,1068,False
16573,16573,cicjel,ci,el,876,498,640,False
16579,16579,cicko,ci,ko,876,2939,3554,False
16581,16581,cickusic,ci,ic,876,14202,13,False
16585,16585,cicmirko,ci,ko,876,2939,3554,False
16590,16590,cicvara,ci,ra,876,1040,2786,False
16595,16595,cifari,ci,ri,876,360,505,False
16596,16596,cifer,ci,er,876,2795,336,False
16597,16597,cifra,ci,ra,876,1040,2786,False
16601,16601,cigale,ci,le,876,246,862,False
16603,16603,cigance,ci,ce,876,619,1235,False
16617,16617,ciganovic,ci,ic,876,14202,13,False
16619,16619,cigara,ci,ra,876,1040,2786,False
16624,16624,cigaretno,ci,no,876,9119,674,False
16625,16625,cigarin,ci,in,876,11079,1119,False
16629,16629,cigir,ci,ir,876,476,141,False
16632,16632,ciglana,ci,na,876,2449,2404,False
16633,16633,ciglanin,ci,in,876,11079,1119,False
16638,16638,ciglarsko,ci,ko,876,2939,3554,False
16649,16649,cigler,ci,er,876,2795,336,False
16652,16652,cigo,ci,go,876,138,809,False
16657,16657,cigra,ci,ra,876,1040,2786,False
16662,16662,cigrovskij,ci,ij,876,250,10,False
16663,16663,ciguj,ci,uj,876,10,53,False
16666,16666,cigura,ci,ra,876,1040,2786,False
16670,16670,cihal,ci,al,876,378,742,False
16677,16677,cijanidni,ci,ni,876,2711,490,False
16684,16684,cijanoza,ci,za,876,622,2533,False
16685,16685,cijanozin,ci,in,876,11079,1119,False
16688,16688,cijel,ci,el,876,498,640,False
16693,16693,cijelokupno,ci,no,876,9119,674,False
16695,16695,cijena,ci,na,876,2449,2404,False
16697,16697,cijeniti,ci,ti,876,9493,520,False
16701,16701,cijep,ci,ep,876,57,184,False
16706,16706,cijepov,ci,ov,876,9484,171,False
16707,16707,cijesi,ci,si,876,205,1427,False
16708,16708,cijev,ci,ev,876,3875,147,False
16718,16718,cikac,ci,ac,876,2796,69,False
16724,16724,cikara,ci,ra,876,1040,2786,False
16731,16731,cike,ci,ke,876,72,555,False
16740,16740,ciklama,ci,ma,876,336,3261,False
16753,16753,ciklonin,ci,in,876,11079,1119,False
16758,16758,ciklooksigenaza,ci,za,876,622,2533,False
16765,16765,ciklus,ci,us,876,440,596,False
16767,16767,ciknut,ci,ut,876,265,220,False
16770,16770,ciko,ci,ko,876,2939,3554,False
16773,16773,cikolski,ci,ki,876,9213,515,False
16775,16775,cikorija,ci,ja,876,4389,1068,False
16776,16776,cikorijin,ci,in,876,11079,1119,False
16777,16777,cikos,ci,os,876,354,754,False
16789,16789,cikus,ci,us,876,440,596,False
16790,16790,cikusa,ci,sa,876,590,2399,False
16794,16794,cikvari,ci,ri,876,360,505,False
16797,16797,cilag,ci,ag,876,74,173,False
16800,16800,cile,ci,le,876,246,862,False
16803,16803,ciler,ci,er,876,2795,336,False
16804,16804,cili,ci,li,876,480,893,False
16811,16811,ciliga,ci,ga,876,374,864,False
16814,16814,cilik,ci,ik,876,1637,76,False
16816,16816,cilim,ci,im,876,186,289,False
16821,16821,cilindar,ci,ar,876,1917,624,False
16825,16825,cilinger,ci,er,876,2795,336,False
16834,16834,ciljateljev,ci,ev,876,3875,147,False
16843,16843,cim,ci,im,876,186,289,False
16844,16844,cima,ci,ma,876,336,3261,False
16848,16848,cimbal,ci,al,876,378,742,False
16850,16850,cimbalist,ci,st,876,3954,2762,False
16858,16858,cimbola,ci,la,876,1042,950,False
16859,16859,cimbora,ci,ra,876,1040,2786,False
16860,16860,cimborazo,ci,zo,876,83,227,False
16863,16863,cimbur,ci,ur,876,170,412,False
16864,16864,cimbura,ci,ra,876,1040,2786,False
16866,16866,cimera,ci,ra,876,1040,2786,False
16876,16876,cimesa,ci,sa,876,590,2399,False
16884,16884,cimfe,ci,fe,876,17,553,False
16890,16890,cimpanza,ci,za,876,622,2533,False
16895,16895,cimpre,ci,re,876,110,1863,False
16898,16898,cimurovski,ci,ki,876,9213,515,False
16902,16902,cincak,ci,ak,876,2355,307,False
16909,16909,cincarsko,ci,ko,876,2939,3554,False
16915,16915,cincilin,ci,in,876,11079,1119,False
16918,16918,cindaric,ci,ic,876,14202,13,False
16920,16920,cindori,ci,ri,876,360,505,False
16923,16923,cindro,ci,ro,876,270,898,False
16926,16926,cinele,ci,le,876,246,862,False
16927,16927,cineol,ci,ol,876,178,194,False
16930,16930,cinfe,ci,fe,876,17,553,False
16931,16931,cingara,ci,ra,876,1040,2786,False
16932,16932,cingel,ci,el,876,498,640,False
16942,16942,cinicko,ci,ko,876,2939,3554,False
16944,16944,cinicnost,ci,st,876,3954,2762,False
16945,16945,cinidba,ci,ba,876,316,1853,False
16953,16953,ciniti,ci,ti,876,9493,520,False
16959,16959,cinjenicno,ci,no,876,9119,674,False
16965,16965,cinkaros,ci,os,876,354,754,False
16971,16971,cinkl,ci,kl,876,39,821,False
16972,16972,cinko,ci,ko,876,2939,3554,False
16974,16974,cinkograf,ci,af,876,84,96,False
16981,16981,cinkus,ci,us,876,440,596,False
16983,16983,cinkvecentov,ci,ov,876,9484,171,False
16991,16991,cinovnicko,ci,ko,876,2939,3554,False
17002,17002,cionisticko,ci,ko,876,2939,3554,False
17005,17005,ciopa,ci,pa,876,143,2218,False
17011,17011,cip,ci,ip,876,83,16,False
17013,17013,cipal,ci,al,876,378,742,False
17017,17017,cipci,ci,ci,876,725,876,False
17025,17025,cipelariti,ci,ti,876,9493,520,False
17027,17027,cipelicin,ci,in,876,11079,1119,False
17029,17029,ciper,ci,er,876,2795,336,False
17030,17030,cipera,ci,ra,876,1040,2786,False
17033,17033,cipiko,ci,ko,876,2939,3554,False
17046,17046,cipkarsko,ci,ko,876,2939,3554,False
17050,17050,cipkica,ci,ca,876,3560,759,False
17051,17051,cipkin,ci,in,876,11079,1119,False
17052,17052,ciplic,ci,ic,876,14202,13,False
17054,17054,cipol,ci,ol,876,178,194,False
17056,17056,ciporex,ci,ex,876,9,12,False
17058,17058,cipot,ci,ot,876,134,435,False
17061,17061,cippico,ci,co,876,128,385,False
17069,17069,ciprijanovici,ci,ci,876,725,876,False
17070,17070,cipris,ci,is,876,510,1046,False
17072,17072,cips,ci,ps,876,19,153,False
17078,17078,cipus,ci,us,876,440,596,False
17094,17094,cirba,ci,ba,876,316,1853,False
17097,17097,circumciza,ci,za,876,622,2533,False
17098,17098,circumcizin,ci,in,876,11079,1119,False
17110,17110,cirilicko,ci,ko,876,2939,3554,False
17116,17116,cirilometodski,ci,ki,876,9213,515,False
17128,17128,cirke,ci,ke,876,72,555,False
17132,17132,cirko,ci,ko,876,2939,3554,False
17137,17137,cirkota,ci,ta,876,1120,961,False
17142,17142,cirkulacijin,ci,in,876,11079,1119,False
17149,17149,cirkulirajuce,ci,ce,876,619,1235,False
17150,17150,cirkulirajuci,ci,ci,876,725,876,False
17151,17151,cirkuliranje,ci,je,876,5612,886,False
17152,17152,cirkulirati,ci,ti,876,9493,520,False
17157,17157,cirkus,ci,us,876,440,596,False
17163,17163,cirkusko,ci,ko,876,2939,3554,False
17166,17166,cirkvenec,ci,ec,876,1374,25,False
17170,17170,ciro,ci,ro,876,270,898,False
17171,17171,cirokumulus,ci,us,876,440,596,False
17175,17175,ciroza,ci,za,876,622,2533,False
17177,17177,cirus,ci,us,876,440,596,False
17179,17179,cis,ci,is,876,510,1046,False
17181,17181,cisapridov,ci,ov,876,9484,171,False
17183,17183,cisas,ci,as,876,662,267,False
17189,17189,cisko,ci,ko,876,2939,3554,False
17192,17192,cisse,ci,se,876,101,1811,False
17197,17197,cistacica,ci,ca,876,3560,759,False
17199,17199,cistacko,ci,ko,876,2939,3554,False
17209,17209,cistiliste,ci,te,876,321,978,False
17219,17219,cistitis,ci,is,876,510,1046,False
17229,17229,cistopis,ci,is,876,510,1046,False
17237,17237,cistunkin,ci,in,876,11079,1119,False
17239,17239,cistunsko,ci,ko,876,2939,3554,False
17240,17240,cistunstvo,ci,vo,876,2527,636,False
17244,17244,citacica,ci,ca,876,3560,759,False
17248,17248,citaku,ci,ku,876,46,1254,False
17251,17251,citanje,ci,je,876,5612,886,False
17255,17255,citaona,ci,na,876,2449,2404,False
17258,17258,citaonicko,ci,ko,876,2939,3554,False
17260,17260,citari,ci,ri,876,360,505,False
17263,17263,citatelj,ci,lj,876,691,448,False
17265,17265,citateljica,ci,ca,876,3560,759,False
17266,17266,citateljski,ci,ki,876,9213,515,False
17270,17270,citatno,ci,no,876,9119,674,False
17272,17272,citav,ci,av,876,680,169,False
17278,17278,citirati,ci,ti,876,9493,520,False
17279,17279,citko,ci,ko,876,2939,3554,False
17280,17280,citkost,ci,st,876,3954,2762,False
17290,17290,citokrom,ci,om,876,129,168,False
17295,17295,citomegalovirus,ci,us,876,440,596,False
17297,17297,citoplazma,ci,ma,876,336,3261,False
17300,17300,citosol,ci,ol,876,178,194,False
17301,17301,citosolov,ci,ov,876,9484,171,False
17305,17305,citotoksicno,ci,no,876,9119,674,False
17306,17306,citra,ci,ra,876,1040,2786,False
17308,17308,citratov,ci,ov,876,9484,171,False
17309,17309,citrin,ci,in,876,11079,1119,False
17312,17312,citronela,ci,la,876,1042,950,False
17313,17313,citrus,ci,us,876,440,596,False
17319,17319,citus,ci,us,876,440,596,False
17320,17320,ciuha,ci,ha,876,133,1317,False
17323,17323,ciulini,ci,ni,876,2711,490,False
17325,17325,civava,ci,va,876,486,951,False
17326,17326,civavin,ci,in,876,11079,1119,False
17330,17330,civgin,ci,in,876,11079,1119,False
17340,17340,civiliziran,ci,an,876,7319,1279,False
17344,17344,civilizirati,ci,ti,876,9493,520,False
17351,17351,civitico,ci,co,876,128,385,False
17354,17354,civljaku,ci,ku,876,46,1254,False
17355,17355,civrag,ci,ag,876,74,173,False
17357,17357,ciz,ci,iz,876,76,1157,False
17360,17360,cizel,ci,el,876,498,640,False
17363,17363,cizerle,ci,le,876,246,862,False
17364,17364,cizerlin,ci,in,876,11079,1119,False
17368,17368,cizma,ci,ma,876,336,3261,False
17378,17378,cizmarsko,ci,ko,876,2939,3554,False
17382,17382,cizmesija,ci,ja,876,4389,1068,False
17389,17389,cizmok,ci,ok,876,202,371,False
17484,17484,clara,cl,ra,46,1040,2786,False
17487,17487,claude,cl,de,46,90,1773,False
17491,17491,claudine,cl,ne,46,176,4240,False
17496,17496,clemente,cl,te,46,321,978,False
17557,17557,cobal,co,al,385,378,742,False
17574,17574,cobenzl,co,zl,385,26,239,False
17580,17580,coc,co,oc,385,81,144,False
17584,17584,coccarielli,co,li,385,480,893,False
17599,17599,cof,co,of,385,33,59,False
17602,17602,coga,co,ga,385,374,864,False
17622,17622,cok,co,ok,385,202,371,False
17640,17640,coko,co,ko,385,2939,3554,False
17693,17693,colle,co,le,385,246,862,False
17696,17696,colnago,co,go,385,138,809,False
17708,17708,com,co,om,385,129,168,False
17715,17715,comisso,co,so,385,110,765,False
17717,17717,compari,co,ri,385,360,505,False
17734,17734,conjo,co,jo,385,154,339,False
17747,17747,contossi,co,si,385,205,1427,False
17753,17753,cop,co,op,385,86,682,False
17771,17771,copot,co,ot,385,134,435,False
17781,17781,coraga,co,ga,385,374,864,False
17803,17803,cordazzo,co,zo,385,83,227,False
17805,17805,corel,co,el,385,498,640,False
17816,17816,corko,co,ko,385,2939,3554,False
17834,17834,coro,co,ro,385,270,898,False
17839,17839,corrado,co,do,385,212,1618,False
17841,17841,corsa,co,sa,385,590,2399,False
17858,17858,cosa,co,sa,385,590,2399,False
17868,17868,coso,co,so,385,110,765,False
17891,17891,coufal,co,al,385,378,742,False
17893,17893,coupe,co,pe,385,29,1768,False
17918,17918,covjekoliko,co,ko,385,2939,3554,False
17936,17936,coza,co,za,385,622,2533,False
18270,18270,crvenonoso,cr,so,355,110,765,False
18295,18295,cs,cs,cs,14,8,14,False
18297,18297,csaba,cs,ba,14,316,1853,False
18302,18302,csiczar,cs,ar,14,1917,624,False
18307,18307,csorba,cs,ba,14,316,1853,False
18308,18308,csucs,cs,cs,14,8,14,False
18311,18311,cuba,cu,ba,474,316,1853,False
18528,18528,culig,cu,ig,474,78,120,False
18557,18557,cumo,cu,mo,474,76,1061,False
18740,18740,cutul,cu,ul,474,109,285,False
19053,19053,czeisberger,cz,er,7,2795,336,False
19319,19319,dalponte,da,te,757,321,978,False
19321,19321,dalsasso,da,so,757,110,765,False
19360,19360,damis,da,is,757,510,1046,False
19480,19480,danjel,da,el,757,498,640,False
19485,19485,danju,da,ju,757,12,573,False
19516,19516,danyel,da,el,757,498,640,False
19717,19717,dauro,da,ro,757,270,898,False
19798,19798,davutoglu,da,lu,757,7,586,False
19828,19828,deal,de,al,1773,378,742,False
19870,19870,debeljko,de,ko,1773,2939,3554,False
19990,19990,dediol,de,ol,1773,178,194,False
20152,20152,dehidrogenaza,de,za,1773,622,2533,False
20166,20166,dehzad,de,ad,1773,243,279,False
20202,20202,dejko,de,ko,1773,2939,3554,False
20213,20213,dejvis,de,is,1773,510,1046,False
20282,20282,dekleva,de,va,1773,486,951,False
20392,20392,deletis,de,is,1773,510,1046,False
20466,20466,deliro,de,ro,1773,270,898,False
20486,20486,delko,de,ko,1773,2939,3554,False
20493,20493,delma,de,ma,1773,336,3261,False
20504,20504,delogu,de,gu,1773,5,454,False
20519,20519,delponte,de,te,1773,321,978,False
20553,20553,demanuele,de,le,1773,246,862,False
20706,20706,demontaza,de,za,1773,622,2533,False
20726,20726,demse,de,se,1773,101,1811,False
20854,20854,depierris,de,is,1773,510,1046,False
20964,20964,derfl,de,fl,1773,12,273,False
21031,21031,derocchi,de,hi,1773,67,896,False
21034,21034,deroko,de,ko,1773,2939,3554,False
21051,21051,derva,de,va,1773,486,951,False
21192,21192,desko,de,ko,1773,2939,3554,False
21384,21384,deur,de,ur,1773,170,412,False
21397,21397,devalentinis,de,is,1773,510,1046,False
21438,21438,devetero,de,ro,1773,270,898,False
21483,21483,devide,de,de,1773,90,1773,False
21506,21506,dexari,de,ri,1773,360,505,False
21590,21590,dhabi,dh,bi,3,45,911,False
21593,21593,diacci,di,ci,1097,725,876,False
21595,21595,dial-up,di,up,1097,67,275,False
21607,21607,dianora,di,ra,1097,1040,2786,False
21611,21611,dib,di,ib,1097,45,65,False
21626,21626,dici,di,ci,1097,725,876,False
21658,21658,diel,di,el,1097,498,640,False
21733,21733,dijab,di,ab,1097,31,216,False
21734,21734,dijabaza,di,za,1097,622,2533,False
21752,21752,dijaceza,di,za,1097,622,2533,False
21759,21759,dijafragma,di,ma,1097,336,3261,False
21770,21770,dijagnoza,di,za,1097,622,2533,False
21807,21807,dijalektolosko,di,ko,1097,2939,3554,False
21845,21845,dijaskopa,di,pa,1097,143,2218,False
21855,21855,dijateza,di,za,1097,622,2533,False
21860,21860,dijego,di,go,1097,138,809,False
21918,21918,diktatura,di,ra,1097,1040,2786,False
21942,21942,dilema,di,ma,1097,336,3261,False
21944,21944,dilenardo,di,do,1097,212,1618,False
21951,21951,diletantsko,di,ko,1097,2939,3554,False
21952,21952,dilfa,di,fa,1097,80,661,False
21974,21974,dilva,di,va,1097,486,951,False
22010,22010,dimitra,di,ra,1097,1040,2786,False
22011,22011,dimitre,di,re,1097,110,1863,False
22058,22058,dimos,di,os,1097,354,754,False
22066,22066,dimso,di,so,1097,110,765,False
22085,22085,dinamo,di,mo,1097,76,1061,False
22112,22112,dingo,di,go,1097,138,809,False
22127,22127,dinko,di,ko,1097,2939,3554,False
22131,22131,dinora,di,ra,1097,1040,2786,False
22132,22132,dinosaur,di,ur,1097,170,412,False
22174,22174,dionis,di,is,1097,510,1046,False
22177,22177,dioniz,di,iz,1097,76,1157,False
22183,22183,dionora,di,ra,1097,1040,2786,False
22189,22189,diosi,di,si,1097,205,1427,False
22193,22193,dipl,di,pl,1097,24,859,False
22194,22194,diple,di,le,1097,246,862,False
22239,22239,direktiva,di,va,1097,486,951,False
22264,22264,dirizabl,di,bl,1097,39,507,False
22278,22278,dirsi,di,si,1097,205,1427,False
22299,22299,discoklub,di,ub,1097,52,112,False
22305,22305,disep,di,ep,1097,57,184,False
22317,22317,disha,di,ha,1097,133,1317,False
22323,22323,dishpalli,di,li,1097,480,893,False
22333,22333,disiot,di,ot,1097,134,435,False
22338,22338,disk,di,sk,1097,18,1061,False
22347,22347,disko,di,ko,1097,2939,3554,False
22350,22350,diskograf,di,af,1097,84,96,False
22355,22355,diskoklub,di,ub,1097,52,112,False
22402,22402,diskriminirajuce,di,ce,1097,619,1235,False
22403,22403,diskriminirajuci,di,ci,1097,725,876,False
22448,22448,disopra,di,ra,1097,1040,2786,False
22533,22533,dite,di,te,1097,321,978,False
22546,22546,diureza,di,za,1097,622,2533,False
22550,22550,diva,di,va,1097,486,951,False
22570,22570,divertikulitis,di,is,1097,510,1046,False
22602,22602,divizijsko,di,ko,1097,2939,3554,False
22613,22613,divko,di,ko,1097,2939,3554,False
22619,22619,divljacko,di,ko,1097,2939,3554,False
22642,22642,divokoza,di,za,1097,622,2533,False
22678,22678,dizel,di,el,1097,498,640,False
22689,22689,dizi,di,zi,1097,162,476,False
22855,22855,djevojacko,dj,ko,299,2939,3554,False
22940,22940,djulse,dj,se,299,101,1811,False
23005,23005,dlouhi,dl,hi,19,67,896,False
23006,23006,dlouhy,dl,hy,19,8,11,False
23034,23034,do,do,do,1618,212,1618,False
23039,23039,doba,do,ba,1618,316,1853,False
23072,23072,dobis,do,is,1618,510,1046,False
